21.0471598,105.8769165,BX Gia Lâm
21.0486275,105.8765807,S2
21.0446685,105.8736817,S3
21.0417071,105.8698265,S4
21.0410287,105.8486366,S5
21.0263839,105.8454506,S6
21.0186609,105.8336328,S7
20.9887863,105.7980869,S8
20.9612612,105.7643377,S9
21.0417071,105.8698265,S10
20.9502109,105.7450316,BX Yên Nghĩa
